Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000114416,FXR1,254,1.37338,97,-0.4899,129,-0.0042,87,-0.7499,99,-0.4690
ENSG00000205981,DNAJC19,22,-1.8412,59,-0.2891,29,-1.3206,105,0.94523,94,0.56674
ENSG00000242808,SOX2-OT,1393,3.18203,363,-0.1786,114,-1.9200,45,-3.6222,126,-1.8986
ENSG00000181449,SOX2,263,1.30462,132,-0.0652,142,0.05827,36,-2.3147,166,0.35564
ENSG00000058063,ATP11B,24,0.69950,10,-0.8308,22,0.47443,12,-0.5208,18,0.20981
ENSG00000043093,DCUN1D1,41,0.01463,38,-0.1423,60,0.63820,38,-0.1476,38,-0.1173
ENSG00000078070,MCCC1,25,0.24388,23,0.08081,18,-0.2901,20,-0.1993,23,0.06552
ENSG00000114796,KLHL24,71,1.14657,35,-0.2378,57,0.59456,27,-0.7441,24,-0.8554
ENSG00000163872,YEATS2,26,-0.4560,23,-0.6674,60,0.91113,46,0.64179,23,-0.6638
ENSG00000180834,MAP6D1,125,1.56507,69,0.30174,34,-0.8407,29,-1.3040,39,-0.7055
ENSG00000175193,PARL,21,-0.9201,51,0.66974,27,-0.4201,32,-0.2061,45,0.42444
ENSG00000114770,ABCC5,15,-1.8313,50,0.18188,87,1.09608,60,0.61380,28,-0.8019
ENSG00000145191,EIF2B5,33,-0.3398,34,-0.2999,45,0.17368,52,0.56221,34,-0.3150
ENSG00000161202,DVL3,25,-0.8428,64,0.89210,44,0.15161,35,-0.3112,39,-0.0533
ENSG00000161203,AP2M1,141,-2.3843,657,0.11285,580,-0.0994,980,1.08177,531,-0.2684
ENSG00000161204,ABCF3,12,-1.5661,26,-0.3462,27,-0.2577,56,1.36456,23,-0.5233
ENSG00000145198,VWA5B2,9,-1.1156,33,1.29153,14,-0.3691,19,0.18729,9,-1.0198
ENSG00000163888,CAMK2N2,11,-2.5245,69,0.43493,52,-0.0798,55,0.01714,84,0.83309
ENSG00000175166,PSMD2,64,-1.3526,133,-0.1503,162,0.17616,196,0.67182,152,0.08601
ENSG00000114867,EIF4G1,84,-0.2020,90,-0.0839,131,0.53499,102,0.14826,80,-0.2883
ENSG00000175182,FAM131A,22,-2.7312,95,-0.4712,160,0.40419,210,1.24051,112,-0.1915
ENSG00000163882,POLR2H,14,-1.7031,54,0.60948,24,-0.7840,55,0.74292,34,-0.2440
ENSG00000090539,CHRD,1,-4.3929,28,0.70166,22,0.19540,27,0.76405,16,-0.3385
ENSG00000177383,MAGEF1,17,-1.9105,55,-0.0274,55,-0.0384,72,0.54521,73,0.47816
ENSG00000156931,VPS8,27,-0.2632,25,-0.4165,27,-0.2573,37,0.34485,37,0.27577
ENSG00000187068,C3orf70,12,-0.7995,24,0.31667,15,-0.4980,9,-1.4373,44,1.57811
ENSG00000073803,MAP3K13,63,-0.1429,51,-0.4946,78,0.22388,53,-0.4933,108,0.88886
ENSG00000163900,TMEM41A,16,-0.3181,21,0.19255,23,0.28955,14,-0.5862,26,0.55857
ENSG00000163904,SENP2,53,0.08628,39,-0.4544,66,0.41985,50,-0.0448,54,0.11484
ENSG00000136527,TRA2B,79,0.04699,100,0.48030,107,0.54271,62,-0.4362,60,-0.4323
ENSG00000244405,ETV5,10,-2.4065,39,-0.3296,90,1.07174,68,0.82845,39,-0.3126
ENSG00000058866,DGKG,9,-2.3589,59,0.82325,65,0.86834,32,-0.3657,44,0.24557
ENSG00000090520,DNAJB11,24,-0.1650,37,0.62231,26,-0.0278,28,0.09078,17,-0.7664
ENSG00000156976,EIF4A2,158,-2.3802,680,-0.0250,541,-0.3843,1110,1.12473,673,-0.0416
ENSG00000073849,ST6GAL1,5,-2.2608,37,1.14229,24,0.25394,25,0.41650,11,-0.9589
ENSG00000157005,SST,18,-3.7823,552,2.25642,125,-0.7557,185,-0.1833,103,-1.1368
ENSG00000113916,BCL6,29,0.21083,31,0.35068,22,-0.1922,15,-0.9497,34,0.51818
ENSG00000145012,LPP,54,1.09497,33,0.10910,23,-0.4639,12,-1.7050,39,0.40562
ENSG00000152492,CCDC50,58,1.04075,48,0.63381,31,-0.1453,16,-1.3994,25,-0.5045
ENSG00000114279,FGF12,50,-2.2973,160,-0.4677,333,0.77074,250,0.38709,292,0.63729
ENSG00000127249,ATP13A4,7,-1.7266,38,1.23034,22,0.14269,5,-2.2932,38,1.23462
ENSG00000198836,OPA1,56,-1.0615,79,-0.4770,176,0.86914,148,0.78171,77,-0.5272
ENSG00000114315,HES1,10,-1.5092,51,1.40809,32,0.38193,8,-1.9727,38,0.74657
ENSG00000133657,ATP13A3,14,-0.5429,18,-0.0961,32,0.80530,20,0.06989,19,-0.0814
ENSG00000041802,LSG1,24,0.24382,15,-0.5593,35,0.83493,17,-0.3710,22,0.10782
ENSG00000114331,ACAP2,69,1.01661,19,-1.2880,59,0.58832,28,-0.6962,45,0.16488
ENSG00000184203,PPP1R2,30,-1.2949,40,-0.8168,91,0.54403,95,0.84451,68,0.07929
ENSG00000189058,APOD,1080,1.80780,736,0.90033,115,-2.1223,157,-1.9183,204,-1.3667
ENSG00000061938,TNK2,36,-1.3986,111,0.53005,130,0.72939,84,0.00542,80,-0.0751
ENSG00000072274,TFRC,17,-1.5140,40,-0.1707,48,0.15826,63,0.82514,43,-0.0375
ENSG00000161217,PCYT1A,49,0.76296,30,-0.1808,61,1.01762,15,-1.3633,32,-0.0454
ENSG00000213123,TCTEX1D2,8,-2.9544,37,-0.6927,22,-1.4017,92,1.19242,84,0.77515
ENSG00000163960,UBXN7,87,1.28414,33,-0.5547,71,0.72893,30,-0.7943,28,-0.8412
ENSG00000163961,RNF168,82,1.17949,34,-0.4856,74,0.80363,27,-0.9725,33,-0.5566
ENSG00000174013,FBXO45,44,0.01991,38,-0.2497,60,0.53137,48,0.23168,33,-0.4921
ENSG00000163964,PIGX,46,-0.8829,76,-0.0321,106,0.50959,89,0.28841,79,0.03582
ENSG00000180370,PAK2,142,1.51399,66,-0.0502,76,0.17364,32,-1.3962,47,-0.6483
ENSG00000119231,SENP5,51,0.11562,30,-0.7699,82,0.90963,52,0.17947,38,-0.3969
ENSG00000114503,NCBP2,30,-0.9348,48,-0.1735,52,-0.0073,57,0.16705,74,0.62666
ENSG00000270170,NCBP2AS2,12,-2.1896,46,-0.0539,34,-0.5262,69,0.86117,58,0.37322
ENSG00000119227,PIGZ,4,-2.1934,16,-0.1368,18,0.03859,24,0.77888,20,0.31116
ENSG00000075711,DLG1,346,2.11252,89,-0.6944,117,-0.2057,76,-1.0456,57,-1.3932
ENSG00000161267,BDH1,5,-2.8138,13,-1.4352,42,0.48355,44,0.76297,51,0.94899
ENSG00000145016,RUBCN,27,-0.7787,52,0.35393,58,0.51322,41,-0.0645,43,0.02782
ENSG00000122068,FYTTD1,50,0.04198,30,-0.8204,50,0.05364,54,0.23717,57,0.27528
ENSG00000186001,LRCH3,51,1.04492,40,0.54322,40,0.45802,13,-1.4491,18,-0.8126
ENSG00000182899,RPL35A,775,-0.0311,906,0.25580,211,-2.0093,674,-0.3128,1144,0.70949
ENSG00000182903,ZNF721,43,-0.1544,46,-0.0553,77,0.81498,41,-0.2638,46,-0.0356
ENSG00000174227,PIGG,17,-0.4358,21,-0.0518,20,-0.1633,27,0.44368,21,-0.0806
ENSG00000273238,TMEM271,1,-5.9207,47,-0.3684,85,0.62545,75,0.54829,88,0.79173
ENSG00000133256,PDE6B,48,1.97937,29,0.77278,7,-1.4698,5,-2.1225,7,-1.6015
ENSG00000169020,ATP5ME,969,-0.0491,1068,0.12747,346,-1.6251,1113,0.23595,1099,0.17984
ENSG00000215375,MYL5,13,-0.4710,21,0.32175,8,-1.2274,18,0.00903,23,0.50975
ENSG00000185619,PCGF3,17,-1.0265,18,-0.8875,42,0.47023,40,0.55443,39,0.43022
ENSG00000168993,CPLX1,11,-3.9622,134,-0.1863,219,0.63944,220,0.89929,158,0.10842
ENSG00000178950,GAK,26,-1.3149,64,0.18925,77,0.47729,77,0.65617,43,-0.5048
ENSG00000127419,TMEM175,13,-1.4505,60,1.29651,12,-1.4406,30,-0.1139,33,0.11225
ENSG00000145214,DGKQ,1,-3.5387,15,-0.0218,20,0.46567,22,0.88551,15,0.05733
ENSG00000159692,CTBP1,44,-1.6609,124,0.05233,188,0.73541,128,0.12126,149,0.39042
ENSG00000090316,MAEA,14,-2.0395,48,-0.1160,55,0.10640,79,1.01408,47,-0.1447
ENSG00000163950,SLBP,33,-1.0996,46,-0.5645,87,0.49516,82,0.52656,75,0.28776
ENSG00000168936,TMEM129,12,-0.8230,24,0.35616,15,-0.4192,22,0.23971,22,0.18269
ENSG00000068078,FGFR3,20,-2.7017,198,1.18784,151,0.53226,44,-1.6430,186,1.04965
ENSG00000168924,LETM1,34,-0.3032,25,-0.7948,53,0.44741,46,0.30611,45,0.23754
ENSG00000109685,NSD2,46,-0.2644,68,0.44831,93,0.92034,40,-0.5571,46,-0.2464
ENSG00000243449,C4orf48,625,0.18261,613,0.14824,349,-0.7544,598,0.11556,518,-0.1570
ENSG00000185818,NAT8L,48,-1.9906,175,0.14403,272,0.85879,163,0.01413,206,0.45017
ENSG00000123933,MXD4,31,-0.5897,56,0.44289,52,0.25243,37,-0.3668,53,0.31782
ENSG00000159733,ZFYVE28,3,-2.5682,9,-0.9313,34,1.27326,22,0.67327,18,0.22373
ENSG00000063978,RNF4,17,-1.3811,51,0.50553,33,-0.2466,48,0.43740,39,-0.0215
ENSG00000125386,FAM193A,61,1.49158,22,-0.4663,45,0.70204,13,-1.4884,22,-0.5208
ENSG00000087274,ADD1,177,-0.1776,222,0.22978,210,0.11381,199,0.03386,176,-0.1876
ENSG00000109736,MFSD10,11,-1.6421,43,0.60424,40,0.38958,42,0.66761,18,-0.8969
ENSG00000087269,NOP14,39,1.37529,12,-0.8768,23,0.21348,11,-1.0462,20,0.00699
ENSG00000125388,GRK4,31,0.81938,13,-0.7515,30,0.65812,15,-0.5154,19,-0.1416
ENSG00000197386,HTT,20,-1.7142,58,0.04141,91,0.77945,63,0.22698,65,0.25970
ENSG00000159788,RGS12,42,-0.2348,35,-0.5311,67,0.54737,21,-1.4424,96,1.42335
ENSG00000163956,LRPAP1,50,-1.9715,169,0.00541,114,-0.6154,244,0.84086,200,0.31785
ENSG00000132406,TMEM128,23,0.06875,28,0.41427,17,-0.4074,23,0.06841,17,-0.4465
ENSG00000145220,LYAR,50,2.16450,9,-1.1652,22,0.24744,8,-1.4421,11,-0.8955
ENSG00000168824,NSG1,14,-2.7370,74,-0.1536,88,0.13875,132,1.17497,72,-0.1917
ENSG00000168818,STX18,22,-0.1905,44,1.14849,16,-0.6883,23,-0.1496,15,-0.8672
ENSG00000072832,CRMP1,25,-2.8818,164,0.10195,219,0.57199,222,0.81431,142,-0.1475
ENSG00000181215,C4orf50,1,-4.0655,12,-0.6443,40,1.44748,28,1.20388,10,-0.9013
ENSG00000152969,JAKMIP1,1,-5.3368,48,-0.2082,69,0.41448,82,0.95723,63,0.27937
ENSG00000109501,WFS1,18,-1.9533,116,1.24755,56,-0.1577,44,-0.6337,81,0.48988
ENSG00000074211,PPP2R2C,101,-0.8359,116,-0.6039,233,0.57124,204,0.47528,181,0.18120
ENSG00000013288,MAN2B2,19,-1.5913,67,0.51424,66,0.44094,69,0.67897,31,-0.8435
ENSG00000179010,MRFAP1,315,-0.7337,562,0.28406,394,-0.3190,572,0.36812,477,-0.0179
ENSG00000170846,AC093323.1,26,-1.2681,45,-0.3505,76,0.50401,74,0.61661,58,0.08305
ENSG00000178988,MRFAP1L1,101,-0.0479,88,-0.2968,118,0.20459,107,0.06455,111,0.11602
ENSG00000170871,KIAA0232,162,0.74784,59,-1.0480,206,1.05742,90,-0.3769,88,-0.3869
ENSG00000132405,TBC1D14,20,-1.3466,50,0.18714,52,0.25010,43,-0.0964,64,0.68054
ENSG00000173011,TADA2B,19,-0.1875,25,0.29191,25,0.23642,21,-0.0651,19,-0.1944
ENSG00000109519,GRPEL1,25,-0.9138,34,-0.4173,41,-0.0872,56,0.58138,52,0.33523
ENSG00000184985,SORCS2,35,0.55449,43,0.97373,27,0.06127,12,-1.3545,20,-0.4498
ENSG00000196526,AFAP1,7,-1.4523,16,-0.0857,34,1.17523,18,0.09411,18,0.09867
ENSG00000163995,ABLIM2,6,-2.6552,24,-0.5898,53,0.73373,37,0.18039,57,1.02077
ENSG00000071127,WDR1,42,-0.6423,69,0.23589,47,-0.4096,64,0.09547,74,0.36248
ENSG00000178163,ZNF518B,14,-0.2346,5,-1.8862,27,0.83500,19,0.33907,20,0.37204
ENSG00000157869,RAB28,20,-0.4717,36,0.57253,19,-0.5142,29,0.21233,23,-0.2644
ENSG00000038219,BOD1L1,909,1.94677,139,-1.6208,567,0.70157,191,-1.2288,234,-0.7887
ENSG00000137449,CPEB2,59,0.49559,40,-0.2008,55,0.31508,42,-0.1244,35,-0.4237
ENSG00000118564,FBXL5,57,-0.3592,83,0.30566,60,-0.2546,79,0.23485,63,-0.1838
ENSG00000237765,FAM200B,115,0.16078,113,0.12217,61,-0.8575,98,-0.1419,121,0.25797
ENSG00000169762,TAPT1,36,-0.0860,57,0.76649,35,-0.1350,35,-0.1809,28,-0.5625
ENSG00000169744,LDB2,12,-2.7059,23,-1.7691,116,0.84986,115,1.20089,80,0.27014
ENSG00000151552,QDPR,840,1.25540,691,0.82725,156,-1.6220,301,-0.7695,187,-1.4614
ENSG00000002549,LAP3,33,0.07767,39,0.39329,17,-0.9633,23,-0.6021,43,0.56494
ENSG00000118579,MED28,44,0.07002,44,0.08099,47,0.15200,37,-0.3005,46,0.13123
ENSG00000163257,DCAF16,63,1.18060,31,-0.2049,33,-0.0954,29,-0.3431,19,-0.9678
ENSG00000178177,LCORL,31,0.98697,10,-1.0406,21,0.18230,13,-0.6965,22,0.33075
ENSG00000145147,SLIT2,11,-1.0724,7,-1.5993,34,0.85621,29,0.78003,23,0.22508
ENSG00000163138,PACRGL,13,-0.6386,19,-0.0532,21,0.11458,24,0.45409,18,-0.0903
ENSG00000185774,KCNIP4,9,-3.4055,30,-1.6132,79,-0.0464,127,1.04393,136,1.01178
ENSG00000152990,ADGRA3,7,-1.7845,49,1.56587,19,-0.2482,7,-2.0638,37,0.96846
ENSG00000109819,PPARGC1A,5,-1.9587,11,-0.7164,35,1.20589,23,0.68277,17,-0.0369
ENSG00000109606,DHX15,51,0.05140,52,0.10321,51,0.05753,54,0.20829,36,-0.5283
ENSG00000181982,CCDC149,11,-0.9180,13,-0.6037,32,0.87854,20,0.17208,23,0.38892
ENSG00000053900,ANAPC4,16,-0.3796,21,0.16809,31,0.75589,20,0.02212,15,-0.4105
ENSG00000250317,SMIM20,13,-1.5336,34,0.02445,23,-0.5952,42,0.48898,46,0.59206
ENSG00000168214,RBPJ,370,1.91991,153,0.00619,117,-0.4188,67,-1.4808,78,-1.1171
ENSG00000109689,STIM2,37,0.31867,8,-2.0580,65,1.25274,28,-0.2153,35,0.22991
ENSG00000169851,PCDH7,35,-2.3828,60,-1.5800,412,1.68370,212,0.67347,163,0.07138
ENSG00000047365,ARAP2,298,2.83201,34,-1.6595,92,-0.0232,31,-1.9405,40,-1.3849
ENSG00000065882,TBC1D1,14,-0.9361,25,0.01298,37,0.67613,22,-0.2263,32,0.52160
ENSG00000109787,KLF3,36,0.67063,42,0.96358,28,0.14296,11,-1.4592,18,-0.5778
ENSG00000197712,FAM114A1,61,2.53166,23,0.26138,15,-0.4658,3,-3.0436,5,-2.1177
ENSG00000109790,KLHL5,76,0.84050,79,0.92744,43,-0.2132,28,-1.0444,26,-1.0309
ENSG00000157796,WDR19,7,-1.4018,30,1.15206,13,-0.3463,18,0.21963,12,-0.5816
ENSG00000035928,RFC1,432,2.76383,39,-2.0324,145,0.09221,45,-1.9682,74,-1.0394
ENSG00000163682,RPL9,1560,0.27856,1740,0.48635,669,-1.0814,1085,-0.4195,1444,0.13486
ENSG00000121897,LIAS,17,0.09456,7,-1.3779,22,0.49132,21,0.56232,14,-0.1984
ENSG00000163683,SMIM14,111,0.15311,81,-0.4049,127,0.34734,94,-0.1747,115,0.21249
ENSG00000078140,UBE2K,63,-0.8954,73,-0.6652,186,0.91450,137,0.53727,101,-0.1039
ENSG00000121892,PDS5A,68,0.55303,45,-0.1830,61,0.29773,45,-0.2231,41,-0.3660
ENSG00000163697,APBB2,98,1.38264,67,0.56709,40,-0.3244,31,-0.8963,16,-1.8125
ENSG00000154277,UCHL1,249,-3.0044,1426,-0.2574,1398,-0.2625,3009,1.49652,1358,-0.3426
ENSG00000064042,LIMCH1,833,2.28598,175,-0.9305,309,0.02989,109,-1.8251,189,-0.8090
ENSG00000109133,TMEM33,44,-0.7733,65,-0.1227,109,0.73478,90,0.55429,50,-0.5789
ENSG00000014824,SLC30A9,54,-1.1481,101,-0.1114,120,0.18486,152,0.79023,93,-0.2581
ENSG00000124406,ATP8A1,146,-0.4135,176,-0.0893,212,0.21512,244,0.61029,131,-0.5955
ENSG00000183783,KCTD8,15,-0.3266,4,-2.4536,21,0.23059,30,1.23801,15,-0.2662
ENSG00000151806,GUF1,11,-1.2385,25,0.10749,35,0.60981,25,0.11068,27,0.26230
ENSG00000163281,GNPDA2,4,-2.0112,5,-1.5777,16,0.15921,29,1.73715,12,-0.3321
ENSG00000163285,GABRG1,20,-1.2404,58,0.55861,60,0.53555,27,-0.9016,67,0.84486
ENSG00000260878,AC104072.1,4,-2.9650,27,0.01244,33,0.33555,39,0.80951,29,0.13752
ENSG00000151834,GABRA2,13,-2.3770,33,-1.0180,111,1.02383,51,-0.3253,122,1.44530
ENSG00000109158,GABRA4,5,-2.9577,9,-2.2965,69,1.00881,55,0.88524,55,0.74885
ENSG00000163288,GABRB1,13,-2.0501,32,-0.6937,157,2.11792,33,-0.7132,67,0.61301
ENSG00000260918,AC107398.3,16,-2.7517,54,-0.9307,219,1.44385,122,0.56274,108,0.24463
ENSG00000169019,COMMD8,7,-1.4611,26,0.61030,13,-0.5419,18,-0.0835,26,0.64923
ENSG00000109171,SLAIN2,21,0.42314,12,-0.5427,15,-0.1421,14,-0.3894,22,0.52430
ENSG00000075539,FRYL,283,2.92521,67,-0.4402,52,-0.7987,21,-2.3923,23,-2.1347
ENSG00000109180,OCIAD1,167,-1.0249,240,-0.4302,310,0.01858,422,0.71111,338,0.17913
ENSG00000145247,OCIAD2,30,-0.8563,38,-0.4681,22,-1.2329,74,0.89602,59,0.31149
ENSG00000109184,DCUN1D4,32,-0.3769,28,-0.5924,52,0.41811,60,0.94037,23,-0.9329
ENSG00000163069,SGCB,91,0.59651,66,-0.0019,45,-0.5884,55,-0.3521,68,0.05111
ENSG00000109189,USP46,84,-0.0888,56,-0.7801,137,0.73545,89,0.02789,98,0.19414
ENSG00000226950,DANCR,19,-1.4525,62,0.58960,25,-0.9289,45,0.00452,65,0.68811
ENSG00000145216,FIP1L1,78,0.93695,35,-0.5272,69,0.58899,29,-0.9550,49,0.03785
ENSG00000072201,LNX1,3,-3.8632,10,-2.0227,67,1.05692,54,0.94393,51,0.67653
ENSG00000134853,PDGFRA,31,0.23636,43,0.83898,11,-1.4057,18,-0.7521,30,0.17741
ENSG00000128039,SRD5A3,25,0.36451,21,0.02537,22,0.12668,20,-0.0317,15,-0.5014
ENSG00000134851,TMEM165,197,1.92458,105,0.48613,30,-1.5185,36,-1.4592,33,-1.4938
ENSG00000134852,CLOCK,26,-1.0799,38,-0.4709,109,1.30852,53,0.10652,53,0.08758
ENSG00000090989,EXOC1,89,0.63555,44,-0.6393,99,0.72113,61,-0.0872,44,-0.6225
ENSG00000157426,AASDH,25,0.86042,13,-0.3036,19,0.29210,12,-0.5145,13,-0.2994
ENSG00000128059,PPAT,11,-0.3306,5,-1.7088,18,0.41776,14,0.05755,23,0.94844
ENSG00000128050,PAICS,28,-0.3859,41,0.28128,47,0.46969,24,-0.7422,47,0.55832
ENSG00000174780,SRP72,154,0.64749,64,-0.9230,139,0.39021,102,-0.1399,107,-0.0459
ENSG00000171476,HOPX,32,-3.5157,101,-1.8062,202,-0.6367,286,-0.1167,853,2.35912
ENSG00000084093,REST,107,2.73172,25,-0.5015,18,-0.9815,6,-2.9304,20,-0.8844
ENSG00000047315,POLR2B,33,-0.9510,30,-1.0884,62,0.13993,84,0.85704,67,0.29074
ENSG00000163453,IGFBP7,64,-0.3879,185,1.76698,46,-0.8737,33,-1.6088,80,-0.0043
ENSG00000150471,ADGRL3,21,-1.8419,54,-0.3455,121,1.03309,86,0.61161,62,-0.0972
ENSG00000145242,EPHA5,0,-5.6389,22,-0.4473,56,1.10970,44,0.94397,28,-0.0477
ENSG00000145241,CENPC,112,2.33480,19,-1.2639,67,0.83890,15,-1.7614,14,-1.7331
ENSG00000033178,UBA6,46,0.75251,19,-0.8048,51,0.80548,27,-0.2841,24,-0.4411
ENSG00000083896,YTHDC1,703,2.43049,146,-0.8776,233,-0.0798,76,-2.0446,143,-0.9165
ENSG00000132467,UTP3,31,0.02429,18,-0.8511,48,0.74644,30,-0.0205,34,0.18609
ENSG00000018189,RUFY3,270,-0.1446,244,-0.3217,383,0.43755,337,0.29895,253,-0.2585
ENSG00000132463,GRSF1,62,-1.0908,129,0.14843,105,-0.1982,161,0.68361,108,-0.1682
ENSG00000173542,MOB1B,13,-1.5103,30,-0.1711,41,0.35309,47,0.79673,31,-0.1242
ENSG00000156136,DCK,10,-1.8920,39,0.38754,20,-0.7224,47,0.90672,29,-0.1696
ENSG00000080493,SLC4A4,47,-0.5373,29,-1.3225,106,0.84187,20,-2.0386,161,2.00950
ENSG00000132466,ANKRD17,259,1.01736,92,-0.8732,244,0.76011,110,-0.6512,132,-0.2760
ENSG00000163738,MTHFD2L,16,-0.0793,26,0.87286,7,-1.2167,12,-0.6122,19,0.25687
ENSG00000169116,PARM1,6,-2.7706,17,-1.2766,59,0.74735,64,1.27071,38,0.04951
ENSG00000163743,RCHY1,19,-1.1039,39,0.12887,40,0.14482,43,0.34065,40,0.17351
ENSG00000138769,CDKL2,34,-0.1156,23,-0.7837,76,1.24545,36,-0.0238,32,-0.1810
ENSG00000138757,G3BP2,91,-1.6397,195,-0.4020,349,0.57548,361,0.87579,227,-0.1455
ENSG00000138768,USO1,80,0.28414,59,-0.2602,75,0.14101,69,0.00737,63,-0.1516
ENSG00000198301,SDAD1,59,0.23128,22,-1.4405,104,1.17139,52,0.01495,48,-0.1256
ENSG00000138750,NUP54,20,0.58746,10,-0.6227,11,-0.4802,15,0.12832,14,-0.0503
ENSG00000138760,SCARB2,264,1.03441,183,0.29662,119,-0.4290,119,-0.5269,94,-0.8618
ENSG00000189157,FAM47E,14,-0.4136,8,-1.2516,19,0.10151,23,0.46780,25,0.55267
ENSG00000138758,SEPTIN11,218,-0.0837,161,-0.6095,455,1.15651,194,-0.3291,247,0.13553
ENSG00000118816,CCNI,657,0.07726,563,-0.2001,721,0.21946,572,-0.1934,710,0.21913
ENSG00000138764,CCNG2,7,-2.5373,38,0.13097,49,0.55048,29,-0.3743,63,1.14080
ENSG00000138767,CNOT6L,23,0.28609,23,0.33625,23,0.30323,18,-0.1288,12,-0.8163
ENSG00000169288,MRPL1,81,0.08769,40,-1.0959,111,0.58090,91,0.34752,74,-0.0919
ENSG00000138756,BMP2K,19,0.16860,20,0.26866,17,-0.0293,13,-0.5954,20,0.25706
ENSG00000163291,PAQR3,15,-0.5138,21,-0.0208,21,-0.0062,30,0.83299,12,-0.8640
ENSG00000152784,PRDM8,17,-1.3551,13,-1.7314,37,-0.0312,73,1.62119,33,-0.2448
ENSG00000273156,AC124016.2,7,-1.9979,28,0.16884,37,0.62854,25,-0.0527,36,0.65694
ENSG00000138668,HNRNPD,146,0.08725,122,-0.2408,149,0.10574,131,-0.1236,158,0.22741
ENSG00000152795,HNRNPDL,419,0.23505,447,0.35667,368,-0.0061,350,-0.1101,270,-0.5443
ENSG00000145293,ENOPH1,118,-0.0293,146,0.36117,60,-1.0611,123,0.05234,121,0.01740
ENSG00000249242,TMEM150C,34,-0.2940,29,-0.5169,73,1.00822,39,-0.0629,42,0.07382
ENSG00000145284,SCD5,406,-0.0484,570,0.59168,415,-0.0077,383,-0.1712,326,-0.4305
ENSG00000138674,SEC31A,39,-0.5875,51,-0.1132,72,0.45380,57,0.08249,62,0.21897
ENSG00000251022,THAP9-AS1,17,-0.3157,19,-0.0587,19,-0.0791,21,0.14308,22,0.19726
ENSG00000138663,COPS4,21,-2.1425,73,-0.1288,70,-0.1622,124,1.08531,76,-0.0571
ENSG00000163319,MRPS18C,40,-0.9460,66,-0.0982,27,-1.4691,95,0.67297,88,0.42503
ENSG00000163624,CDS1,4,-2.9721,18,-0.8877,42,0.47188,53,1.25745,33,0.09281
ENSG00000163625,WDFY3,82,0.61971,47,-0.3892,73,0.35179,56,-0.0878,44,-0.4953
ENSG00000180769,WDFY3-AS2,19,-0.1551,26,0.42406,15,-0.4773,9,-1.5444,39,1.19157
ENSG00000109339,MAPK10,74,-1.9531,199,-0.3659,415,0.87427,317,0.56793,268,0.16710
ENSG00000163629,PTPN13,77,2.03569,17,-0.9508,36,0.29790,10,-1.9315,24,-0.4126
ENSG00000172493,AFF1,22,0.23316,27,0.65827,22,0.26604,14,-0.5909,14,-0.4958
ENSG00000145332,KLHL8,30,0.30165,16,-0.7532,44,0.92653,26,0.05996,19,-0.4786
ENSG00000198189,HSD17B11,18,-0.7528,28,-0.0086,34,0.31204,33,0.36057,27,-0.0399
ENSG00000170502,NUDT9,17,-1.2543,40,0.15166,23,-0.7286,52,0.73588,39,0.07517
ENSG00000152583,SPARCL1,1404,-0.8680,1747,-0.5035,4130,0.95453,1686,-0.6283,3909,1.01331
ENSG00000118785,SPP1,871,3.12229,302,0.31832,35,-2.9726,34,-3.3173,27,-3.4777
ENSG00000163644,PPM1K,129,-0.4219,132,-0.3772,280,0.88695,178,0.16448,153,-0.1258
ENSG00000145337,PYURF,46,-0.9702,71,-0.2539,48,-0.8309,99,0.39216,122,0.74137
ENSG00000138641,HERC3,11,-1.2372,28,0.33487,33,0.56256,28,0.39162,19,-0.3546
ENSG00000177432,NAP1L5,32,-3.0075,115,-1.0434,282,0.46152,354,1.21551,245,0.25819
ENSG00000138640,FAM13A,13,-1.5618,14,-1.4444,73,1.28594,50,0.85474,32,-0.1108
ENSG00000185477,GPRIN3,4,-2.2114,26,0.70121,36,1.18577,20,0.28615,10,-0.9469
ENSG00000145335,SNCA,116,-2.3758,311,-0.8375,585,0.22816,962,1.61836,376,-0.5256
ENSG00000163104,SMARCAD1,22,0.33506,14,-0.4756,30,0.78898,16,-0.2594,17,-0.1569
ENSG00000163110,PDLIM5,42,-0.1819,56,0.32740,44,-0.0884,16,-1.8694,90,1.30005
ENSG00000138698,RAP1GDS1,107,-0.1192,128,0.20612,137,0.29670,137,0.40004,61,-1.0499
ENSG00000168785,TSPAN5,107,-0.3441,117,-0.1877,219,0.86751,141,0.17779,104,-0.3877
ENSG00000151247,EIF4E,63,-0.7100,88,-0.1364,96,0.01161,120,0.49667,97,0.04099
ENSG00000164024,METAP1,14,-0.9651,22,-0.2801,20,-0.3527,37,0.80477,27,0.06729
ENSG00000197894,ADH5,27,-1.4513,100,0.77797,68,0.04994,71,0.14704,63,-0.0807
ENSG00000109270,LAMTOR3,19,-1.8495,40,-0.6876,67,0.17554,90,0.90767,73,0.36532
ENSG00000164031,DNAJB14,67,-0.8339,73,-0.6824,194,0.96498,140,0.55505,97,-0.2111
ENSG00000164032,H2AFZ,48,-1.9552,124,-0.4278,63,-1.4154,255,1.12270,206,0.49097
