Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000115977,AAK1,89,-1.1548,57,-1.8139,98,-1.0095,162,-0.2371,315,1.00476,178,-0.0939,198,0.07676,332,0.94105,140,-0.4687
ENSG00000196975,ANXA4,89,2.54228,32,0.57044,18,-0.3497,36,0.79573,5,-2.3774,7,-1.8053,14,-0.6679,8,-1.4592,9,-1.3191
ENSG00000087338,GMCL1,89,1.88885,28,-0.1410,26,-0.2188,15,-1.1065,22,-0.5652,41,0.49535,11,-1.5085,39,0.38669,11,-1.5592
ENSG00000124380,SNRNP27,89,-0.6560,161,0.27713,144,0.08709,70,-1.0223,102,-0.5021,203,0.66151,123,-0.1622,190,0.54449,175,0.41141
ENSG00000179818,PCBP1-AS1,89,2.84038,23,0.21031,14,-0.5630,20,-0.0155,6,-1.8868,7,-1.5168,6,-1.8250,15,-0.4667,13,-0.5964
ENSG00000169564,PCBP1,89,-1.4019,270,0.31744,240,0.12292,225,0.01719,255,0.25302,140,-0.7196,287,0.41475,222,0.00150,238,0.11146
ENSG00000116001,TIA1,89,1.40733,72,1.02598,27,-0.5803,11,-1.8502,29,-0.5043,16,-1.3776,36,-0.1314,46,0.26031,34,-0.1963
ENSG00000116005,PCYOX1,89,-0.1278,71,-0.4853,41,-1.3097,71,-0.4766,115,0.31785,42,-1.2801,60,-0.7481,181,1.04833,182,1.05052
ENSG00000143977,SNRPG,89,-0.1913,123,0.31456,129,0.40255,184,1.00657,65,-0.7536,98,-0.0475,152,0.67809,29,-1.8722,73,-0.5020
ENSG00000035141,FAM136A,89,1.24820,15,-1.6002,30,-0.5640,57,0.46210,35,-0.3517,59,0.52927,47,0.15223,38,-0.1644,21,-1.0458
ENSG00000075340,ADD2,89,-0.2684,2,-5.5263,54,-1.0552,33,-1.7683,178,1.01886,145,0.51149,97,-0.1468,222,1.25411,60,-0.8752
ENSG00000144043,TEX261,89,2.34031,26,0.07437,20,-0.3274,20,-0.3151,16,-0.7565,6,-2.1580,15,-0.7379,4,-2.5511,34,0.52203
ENSG00000124357,NAGK,89,0.94628,50,-0.0163,32,-0.7213,41,-0.3396,57,0.21646,31,-0.7366,82,0.80353,38,-0.4444,28,-0.9248
ENSG00000124383,MPHOSPH10,89,0.20408,122,0.72286,19,-2.1394,45,-0.8776,81,0.06277,48,-0.7620,60,-0.4169,168,1.27760,73,-0.1268
ENSG00000124374,PAIP2B,89,1.33606,189,2.94326,30,-0.4536,2,-4.3408,11,-2.0317,8,-2.3225,6,-2.7295,31,-0.3967,27,-0.6533
ENSG00000075292,ZNF638,89,-1.3835,380,0.91104,116,-0.9892,71,-1.7165,199,-0.1773,227,0.05532,97,-1.2579,447,1.20187,369,0.86284
ENSG00000135636,DYSF,89,2.90302,75,2.48208,1,-4.2798,3,-2.5748,6,-1.8931,6,-1.6577,2,-3.0819,4,-2.1784,1,-4.4316
ENSG00000144036,EXOC6B,89,0.98419,94,1.08209,49,-0.0202,7,-2.9407,55,0.19814,30,-0.7640,27,-0.9201,62,0.36153,25,-1.0274
ENSG00000144040,SFXN5,89,-0.7814,12,-3.7228,270,1.01132,346,1.45748,54,-1.6458,162,0.14951,116,-0.3739,86,-0.8338,285,1.10409
ENSG00000135631,RAB11FIP5,89,1.53209,0,-5.4426,26,-0.5278,27,-0.4430,45,0.39498,29,-0.3624,51,0.54000,35,-0.0426,16,-1.2804
ENSG00000272702,AC010913.1,89,2.42844,5,-2.1663,17,-0.4683,19,-0.3083,9,-1.4913,30,0.39403,19,-0.3068,21,-0.1805,15,-0.6974
ENSG00000135632,SMYD5,89,2.72716,7,-1.6302,12,-0.7724,13,-0.6741,20,-0.1014,7,-1.5448,10,-1.1064,19,-0.1154,10,-1.1546
ENSG00000135617,PRADC1,89,1.96931,18,-0.7274,24,-0.2880,25,-0.2645,25,-0.2765,12,-1.3032,37,0.39665,15,-1.0527,21,-0.4914
ENSG00000135624,CCT7,89,-0.8235,103,-0.6012,84,-0.9111,195,0.40742,264,1.09049,109,-0.5159,199,0.44593,112,-0.4762,96,-0.7122
ENSG00000163013,FBXO41,89,1.03807,1,-5.2838,73,0.68785,51,0.10323,36,-0.4775,67,0.55052,42,-0.2028,62,0.41462,21,-1.2809
ENSG00000135625,EGR4,89,2.74767,0,-9.8090,0,-6.7225,1,-4.2750,33,0.90270,10,-1.0214,29,0.55143,11,-0.9474,0,-7.0355
ENSG00000116127,ALMS1,89,2.83111,27,0.48504,21,0.08605,4,-2.4178,7,-1.5580,6,-1.8117,1,-4.2327,23,0.24530,13,-0.6343
ENSG00000144034,TPRKB,89,1.56164,32,-0.1934,23,-0.6662,40,0.15864,23,-0.7360,42,0.24518,43,0.27339,19,-0.9769,25,-0.5625
ENSG00000144048,DUSP11,89,2.68286,8,-1.4499,13,-0.7211,7,-1.5328,13,-0.8399,5,-1.9645,37,0.92994,13,-0.7621,12,-0.8522
ENSG00000124356,STAMBP,89,0.53873,164,1.61591,34,-0.9738,35,-0.9555,47,-0.5340,40,-0.7419,35,-0.9282,56,-0.2197,95,0.63827
ENSG00000114956,DGUOK,89,0.44295,36,-0.9613,30,-1.2588,89,0.44087,89,0.49661,64,-0.0993,107,0.74198,42,-0.7657,45,-0.6391
ENSG00000163170,BOLA3,89,-0.2274,44,-1.2943,106,0.04098,147,0.58313,106,0.05544,151,0.62346,153,0.64373,32,-1.7655,96,-0.1200
ENSG00000225439,BOLA3-AS1,89,1.97542,10,-1.6248,24,-0.3035,19,-0.6760,26,-0.1809,31,0.08871,18,-0.7207,31,0.10148,16,-0.8648
ENSG00000114978,MOB1A,89,1.63981,46,0.45678,60,0.92106,25,-0.5012,12,-1.7369,14,-1.3655,27,-0.3575,17,-1.1096,43,0.34936
ENSG00000204843,DCTN1,89,-1.3691,178,-0.3136,106,-1.1136,119,-0.9419,384,1.12541,191,-0.2085,275,0.38430,300,0.52582,148,-0.6075
ENSG00000005448,WDR54,89,1.43127,8,-2.3434,6,-2.6249,22,-0.8818,65,1.01933,31,-0.3399,53,0.52773,29,-0.4186,16,-1.3553
ENSG00000114993,RTKN,89,1.86808,138,2.85391,19,-0.7246,18,-0.8130,5,-2.8591,2,-3.6137,2,-3.5227,12,-1.4452,16,-1.0063
ENSG00000115274,INO80B,89,1.56073,26,-0.4923,15,-1.3560,32,-0.1683,26,-0.5762,45,0.35800,52,0.60807,37,0.06289,11,-1.7829
ENSG00000239779,WBP1,89,0.50574,84,0.41303,114,0.92388,75,0.21806,30,-1.3022,99,0.67007,72,0.15461,36,-0.9346,25,-1.4520
ENSG00000115275,MOGS,89,2.68533,13,-0.7414,16,-0.3867,10,-1.1092,12,-0.8819,4,-2.3578,18,-0.2589,13,-0.7603,22,0.09939
ENSG00000115289,PCGF1,89,2.50438,8,-1.5772,8,-1.5068,21,-0.1561,15,-0.6560,20,-0.2211,25,0.14444,25,0.15103,1,-4.2086
ENSG00000115307,AUP1,89,1.01218,43,-0.1924,40,-0.3061,97,1.15341,49,0.03198,8,-2.6076,40,-0.3048,35,-0.5295,35,-0.5138
ENSG00000115317,HTRA2,89,1.60954,21,-0.7582,34,-0.0425,30,-0.2273,32,-0.1698,32,-0.1398,38,0.12740,20,-0.8466,21,-0.7684
ENSG00000135622,SEMA4F,89,2.47631,4,-2.3863,11,-1.1121,4,-2.6018,33,0.66168,10,-1.2396,23,0.01092,7,-1.7361,16,-0.5850
ENSG00000115350,POLE4,89,-0.1895,69,-0.5951,79,-0.3826,83,-0.3124,91,-0.1797,171,0.87689,165,0.81861,55,-0.9254,114,0.19223
ENSG00000115364,MRPL19,89,0.93697,71,0.55524,28,-0.9342,28,-0.8941,41,-0.3610,47,-0.1277,53,0.07832,51,0.00526,57,0.18741
ENSG00000005436,GCFC2,89,2.71394,20,-0.0440,16,-0.4301,3,-2.8166,17,-0.3271,5,-2.1554,8,-1.3840,21,-0.0163,12,-0.8240
ENSG00000176204,LRRTM4,89,1.58449,2,-4.2539,12,-1.6499,25,-0.5630,62,1.09639,16,-1.1636,29,-0.3123,37,0.08021,20,-0.8707
ENSG00000066032,CTNNA2,89,-0.9284,40,-2.1318,152,-0.1076,136,-0.2809,182,0.20457,133,-0.3128,270,0.84396,133,-0.3114,307,1.06508
ENSG00000162951,LRRTM1,89,1.85816,0,-6.5841,4,-2.8675,33,0.09116,50,0.91034,12,-1.4573,27,-0.1868,22,-0.5210,22,-0.5288
ENSG00000163541,SUCLG1,89,-0.6545,146,0.12076,64,-1.1683,159,0.25391,180,0.53192,87,-0.6997,191,0.56035,123,-0.1574,138,0.02032
ENSG00000034510,TMSB10,988,-1.7388,397,-3.0825,2809,-0.1405,1295,-1.3334,3379,0.17636,4232,0.52624,10270,2.17905,2150,-0.5597,1778,-0.8522
ENSG00000176407,KCMF1,89,0.60337,23,-1.4793,66,0.11301,56,-0.1458,48,-0.4518,81,0.44547,92,0.65938,76,0.32613,38,-0.7690
ENSG00000152291,TGOLN2,89,-0.8608,175,0.19239,81,-1.0029,88,-0.8760,219,0.65036,98,-0.7250,127,-0.3210,318,1.20909,139,-0.1817
ENSG00000042445,RETSAT,89,1.86520,44,0.58051,28,-0.1191,21,-0.6043,23,-0.4908,14,-1.1585,27,-0.2104,16,-1.0340,22,-0.5415
ENSG00000042493,CAPG,89,2.52540,32,0.54996,49,1.31441,31,0.49984,0,-6.1233,4,-2.5155,8,-1.4701,6,-1.8880,6,-1.9837
ENSG00000168906,MAT2A,89,0.22402,123,0.75731,76,-0.0387,92,0.26716,67,-0.2551,24,-1.7924,37,-1.1340,53,-0.6084,149,1.08801
ENSG00000115486,GGCX,89,1.35090,24,-0.8180,24,-0.8227,34,-0.2791,31,-0.4299,21,-0.9710,61,0.68317,15,-1.4526,71,0.94610
ENSG00000168899,VAMP5,89,1.50286,43,0.24203,122,2.13366,35,-0.1001,5,-3.1316,22,-0.8291,11,-1.8172,12,-1.6967,27,-0.5098
ENSG00000168894,RNF181,89,-0.1636,122,0.33152,100,0.00864,131,0.45288,97,-0.0324,93,-0.1011,156,0.75057,35,-1.5938,70,-0.5343
ENSG00000168883,USP39,89,1.93524,20,-0.6296,24,-0.3601,23,-0.3664,31,0.08660,32,0.12332,20,-0.6304,12,-1.3288,14,-1.1178
ENSG00000115525,ST3GAL5,89,0.07428,87,0.04018,54,-0.7238,109,0.40283,105,0.38017,96,0.19776,60,-0.5497,85,-0.0010,62,-0.5051
ENSG00000068654,POLR1A,89,2.67914,11,-0.9689,12,-0.8840,17,-0.3507,16,-0.4267,7,-1.6965,11,-0.9941,24,0.20709,8,-1.5272
ENSG00000132300,PTCD3,89,0.41046,109,0.73540,34,-1.0922,95,0.50430,51,-0.5246,45,-0.6784,31,-1.2273,64,-0.1190,124,0.96707
ENSG00000132305,IMMT,89,-0.2269,61,-0.8284,47,-1.2070,91,-0.2047,186,1.17391,80,-0.4052,112,0.13396,109,0.08347,70,-0.5952
ENSG00000132313,MRPL35,89,0.63852,33,-0.9231,40,-0.6586,68,0.19605,65,0.12699,57,-0.0968,80,0.44422,56,-0.1073,51,-0.2560
ENSG00000068615,REEP1,89,0.27040,5,-3.8964,26,-1.6370,82,0.13568,120,0.88686,65,-0.2320,115,0.68689,107,0.57154,26,-1.6101
ENSG00000115548,KDM3A,89,1.25505,43,0.03327,33,-0.3779,41,-0.0583,36,-0.2759,25,-0.8145,15,-1.5926,30,-0.5173,75,0.93269
ENSG00000115561,CHMP3,89,-1.4157,126,-0.9023,283,0.37487,154,-0.5926,232,0.05919,387,0.90681,181,-0.3420,339,0.68038,221,-0.0233
ENSG00000239305,RNF103,89,0.92472,68,0.46650,32,-0.7302,49,-0.0542,58,0.21652,30,-0.8075,39,-0.4381,31,-0.7788,57,0.18111
ENSG00000153561,RMND5A,89,1.17133,80,0.98605,29,-0.6707,20,-1.1937,32,-0.5820,44,-0.0223,55,0.33952,53,0.27941,10,-2.1714
ENSG00000222041,CYTOR,89,2.42461,0,-4.9754,7,-1.7010,14,-0.7977,18,-0.4677,19,-0.3323,44,1.03748,10,-1.3026,16,-0.6363
ENSG00000172086,KRCC1,89,1.45693,106,1.78124,33,-0.2057,5,-2.9426,18,-1.2549,28,-0.4838,14,-1.4619,28,-0.4784,41,0.10469
ENSG00000172005,MAL,89,-0.4908,789,4.02195,45,-1.5267,83,-0.6063,23,-2.6207,18,-2.8498,11,-3.5923,27,-2.2533,112,-0.1341
ENSG00000144029,MRPS5,89,0.14307,91,0.16615,59,-0.4995,70,-0.2415,92,0.21334,63,-0.4066,64,-0.3911,109,0.47495,88,0.11128
ENSG00000144026,ZNF514,89,2.90675,21,0.13112,7,-1.5386,6,-1.6603,9,-1.2215,20,0.08661,9,-1.2009,10,-1.0430,13,-0.6396
ENSG00000115041,KCNIP3,89,2.34605,8,-1.6445,22,-0.1456,12,-1.0553,23,-0.0941,19,-0.3636,25,0.01377,21,-0.2671,1,-3.7818
ENSG00000115042,FAHD2A,89,1.77201,31,-0.0410,24,-0.4740,23,-0.4994,28,-0.2495,22,-0.5690,41,0.40406,20,-0.7376,15,-1.1902
ENSG00000232931,LINC00342,89,2.29984,38,0.68108,15,-0.8029,12,-1.1599,3,-3.3420,7,-1.9429,0,-5.3859,72,1.84725,12,-1.1557
ENSG00000174501,ANKRD36C,89,0.38444,201,1.83245,74,0.07880,14,-2.4557,16,-2.3674,28,-1.4042,16,-2.1815,190,1.72907,60,-0.2520
ENSG00000084090,STARD7,89,-0.5076,152,0.34031,133,0.12376,107,-0.2332,145,0.29797,115,-0.1136,124,0.00745,111,-0.1675,112,-0.1481
ENSG00000135956,TMEM127,89,1.35243,22,-0.9198,27,-0.5934,34,-0.2485,36,-0.1993,23,-0.8351,45,0.17200,54,0.46396,35,-0.2067
ENSG00000144021,CIAO1,89,-0.1826,81,-0.3274,67,-0.6332,79,-0.3853,142,0.65070,69,-0.5838,77,-0.4171,125,0.35594,133,0.45341
ENSG00000144028,SNRNP200,89,0.25468,63,-0.2927,69,-0.1604,115,0.67582,75,-0.0383,43,-0.8952,54,-0.5519,82,0.11074,98,0.41336
ENSG00000114982,KANSL3,89,1.96168,25,-0.2255,26,-0.1787,19,-0.6291,23,-0.3837,8,-1.8822,12,-1.3985,35,0.30088,30,0.06050
ENSG00000213337,ANKRD39,89,1.40376,14,-1.5539,23,-0.8123,51,0.44182,36,-0.1238,44,0.18318,42,0.11111,30,-0.4087,24,-0.7324
ENSG00000144199,FAHD2B,89,1.37214,43,0.12354,11,-1.8616,54,0.49686,27,-0.6529,28,-0.5648,45,0.19941,21,-0.9728,52,0.42320
ENSG00000135976,ANKRD36,89,0.70386,120,1.22492,69,0.27398,10,-2.6536,14,-2.2148,36,-0.7509,23,-1.3951,150,1.63385,55,-0.0850
ENSG00000196912,ANKRD36B,89,2.10786,58,1.26708,22,-0.3083,4,-2.7664,4,-2.8514,13,-1.1705,2,-3.4354,54,1.14044,22,-0.3670
ENSG00000135940,COX5B,89,-3.4838,631,-0.5828,849,-0.1164,1379,0.67865,847,-0.1353,1458,0.77361,1916,1.25607,369,-1.3997,749,-0.3154
ENSG00000115073,ACTR1B,89,0.70226,23,-1.4138,44,-0.4325,56,-0.0708,79,0.58207,47,-0.3270,74,0.38102,58,0.00586,32,-0.9422
ENSG00000075568,TMEM131,89,1.04614,48,0.01701,34,-0.5234,5,-3.2160,58,0.34696,14,-1.8100,24,-1.0767,74,0.72070,73,0.68943
ENSG00000040933,INPP4A,89,0.44897,11,-2.7193,34,-1.0578,58,-0.2328,84,0.40671,78,0.23454,86,0.38241,69,0.03790,82,0.31213
ENSG00000183513,COA5,89,0.09468,67,-0.3539,63,-0.4454,109,0.42471,70,-0.3263,114,0.48732,133,0.74947,56,-0.6468,71,-0.2759
ENSG00000115446,UNC50,89,0.85487,50,-0.1015,24,-1.2260,82,0.70654,59,0.17387,13,-2.0772,51,-0.0710,21,-1.4478,85,0.77295
ENSG00000071073,MGAT4A,89,1.81571,27,-0.2164,30,-0.1002,20,-0.6966,24,-0.4401,10,-1.7118,27,-0.2639,41,0.41330,22,-0.5296
ENSG00000196872,KIAA1211L,89,-0.1749,4,-4.5974,24,-2.1683,76,-0.4369,200,1.41822,93,-0.1092,97,-0.0414,170,0.88097,44,-1.2500
ENSG00000135951,TSGA10,89,2.37742,32,0.43797,11,-1.1668,12,-1.0171,7,-1.8656,17,-0.5749,10,-1.2602,24,0.00777,30,0.36954
ENSG00000158411,MITD1,89,1.89450,58,1.07520,24,-0.3351,16,-0.9909,19,-0.7834,19,-0.7112,15,-1.0263,27,-0.1678,15,-1.0196
ENSG00000185414,MRPL30,89,1.07300,43,-0.1241,24,-1.0312,57,0.30603,48,0.03621,43,-0.1218,47,0.01879,45,-0.0685,24,-1.0185
ENSG00000115514,TXNDC9,89,1.32407,23,-0.8842,20,-1.0740,54,0.46264,38,-0.1449,33,-0.3508,69,0.86995,14,-1.5598,30,-0.4965
ENSG00000158417,EIF5B,89,-1.7826,583,1.19887,363,0.38081,115,-1.4102,253,-0.2223,249,-0.2262,171,-0.8071,532,1.03303,260,-0.1541
ENSG00000135945,REV1,89,1.33613,48,0.25655,27,-0.6102,43,0.08084,22,-1.0148,11,-1.9489,26,-0.6587,74,1.00937,42,0.06506
ENSG00000144218,AFF3,89,1.03921,2,-4.2750,30,-0.6981,8,-2.7044,58,0.36161,62,0.41772,23,-1.1461,103,1.29724,44,-0.1179
ENSG00000170500,LONRF2,89,-0.6670,14,-3.4304,70,-1.0328,100,-0.4981,223,0.94334,186,0.49857,115,-0.2801,255,1.03644,96,-0.5578
ENSG00000115526,CHST10,89,1.93193,6,-2.3918,28,-0.1187,32,0.10895,28,-0.1027,5,-2.6753,21,-0.5234,25,-0.2536,35,0.27820
ENSG00000115539,PDCL3,89,1.25126,39,-0.1439,51,0.28702,43,0.00203,33,-0.4200,56,0.43232,47,0.16583,19,-1.2060,15,-1.6004
ENSG00000170485,NPAS2,89,1.70565,3,-3.2832,35,0.06556,7,-2.2508,45,0.54167,13,-1.3979,21,-0.7412,31,-0.1244,45,0.47317
ENSG00000071082,RPL31,89,-3.6583,903,-0.2087,2002,1.11839,1343,0.43230,689,-0.6949,1900,1.02576,1434,0.54158,562,-0.9446,687,-0.6349
ENSG00000163162,RNF149,89,2.58654,16,-0.5075,13,-0.8426,6,-1.8783,26,0.30243,10,-1.2238,9,-1.3184,20,-0.1754,5,-2.0418
ENSG00000175874,CREG2,89,-2.1493,31,-3.6779,64,-2.6351,78,-2.3407,902,1.94665,339,-0.1283,145,-1.4301,878,1.49807,244,-0.6432
ENSG00000071054,MAP4K4,89,-1.0676,891,3.16582,173,-0.0443,47,-2.0291,49,-2.0894,112,-0.7276,25,-2.9436,163,-0.1407,182,0.03886
ENSG00000233639,PANTR1,89,0.86366,70,0.44619,63,0.28432,114,1.29123,26,-1.2049,45,-0.2479,38,-0.5022,18,-1.6415,41,-0.4166
ENSG00000198914,POU3F3,89,0.39504,139,1.15540,122,0.92251,84,0.29667,30,-1.3816,38,-0.9563,34,-1.1177,52,-0.4761,81,0.23556
ENSG00000135972,MRPS9,89,1.11644,42,-0.1196,23,-1.0738,24,-0.9799,72,0.86749,21,-1.1846,48,0.06984,30,-0.6455,36,-0.3732
ENSG00000135966,TGFBRAP1,89,2.61468,13,-0.7872,7,-1.6151,21,-0.0856,11,-1.0890,8,-1.4798,14,-0.6796,26,0.29445,16,-0.4235
ENSG00000135974,C2orf49,89,0.99901,75,0.70130,42,-0.2502,23,-1.1742,29,-0.8833,47,-0.0532,20,-1.3326,62,0.37439,73,0.65238
ENSG00000115641,FHL2,89,1.71097,0,-8.2315,17,-1.0547,5,-2.8268,68,1.44791,8,-2.1212,34,0.04716,26,-0.3772,18,-0.9456
ENSG00000071051,NCK2,89,1.41489,14,-1.5601,43,0.15567,34,-0.2040,41,0.08373,29,-0.4690,45,0.24454,38,-0.0366,15,-1.4452
ENSG00000115652,UXS1,89,1.51613,23,-0.7470,35,-0.0725,10,-1.8829,40,0.13420,23,-0.7047,31,-0.2751,42,0.22276,35,-0.0998
ENSG00000144057,ST6GAL2,89,2.49127,7,-1.7172,23,0.02352,1,-3.9581,13,-0.9481,14,-0.7678,22,-0.0455,21,-0.0988,25,0.10966
ENSG00000135968,GCC2,89,-2.2604,302,-0.4292,225,-0.8805,116,-1.8756,397,0.00479,446,0.19081,297,-0.4564,1260,2.06865,431,0.13726
ENSG00000169756,LIMS1,89,1.59498,72,1.20314,78,1.33465,17,-1.1272,8,-2.3915,9,-2.0398,8,-2.2654,32,-0.1744,33,-0.1042
ENSG00000153201,RANBP2,89,-0.6405,132,-0.0259,53,-1.4216,91,-0.6148,183,0.57486,101,-0.4498,82,-0.7796,254,1.06457,177,0.44863
ENSG00000186522,SEPTIN10,89,2.53894,86,2.45969,8,-1.5441,8,-1.4674,2,-3.3451,5,-2.2994,0,-4.8849,5,-2.2773,18,-0.3397
ENSG00000144061,NPHP1,89,2.80795,15,-0.4713,4,-2.2810,10,-0.9939,10,-1.0769,19,-0.0642,15,-0.4480,18,-0.1962,9,-1.1627
ENSG00000175701,MTLN,89,-0.6864,59,-1.3132,95,-0.5897,215,0.71896,160,0.25833,205,0.63722,225,0.79594,69,-1.0692,110,-0.3593
ENSG00000153107,ANAPC1,89,1.81399,16,-1.0466,9,-1.8257,12,-1.4190,28,-0.2055,13,-1.3630,47,0.65852,34,0.12076,38,0.31116
ENSG00000144161,ZC3H8,89,1.12045,26,-0.8685,24,-0.9966,25,-0.9337,49,0.12486,37,-0.3317,31,-0.5883,91,1.14724,36,-0.3791
ENSG00000188177,ZC3H6,89,-0.0804,183,1.12108,99,0.08698,38,-1.4048,53,-0.9815,123,0.43919,33,-1.5968,161,0.89452,108,0.21891
ENSG00000114999,TTL,89,0.33281,80,0.15421,51,-0.5415,55,-0.4394,82,0.21170,81,0.16673,53,-0.5020,105,0.59729,50,-0.5959
ENSG00000125611,CHCHD5,89,1.10199,42,-0.1556,35,-0.4471,47,0.02647,23,-1.1691,60,0.42653,63,0.50782,21,-1.1815,59,0.38343
ENSG00000144136,SLC20A1,89,0.97415,21,-1.2954,42,-0.2707,43,-0.2447,68,0.59083,25,-1.0689,43,-0.2314,46,-0.1309,52,0.07911
ENSG00000136682,CBWD2,89,2.05261,11,-1.3971,11,-1.3452,50,0.95917,20,-0.5387,34,0.30195,17,-0.7835,15,-0.9806,12,-1.2983
ENSG00000115084,SLC35F5,89,1.94878,30,0.00433,18,-0.7268,48,0.81345,20,-0.6467,1,-4.0985,10,-1.6045,17,-0.8538,40,0.50209
ENSG00000115091,ACTR3,89,-0.5340,128,0.03272,85,-0.6149,125,-0.0015,143,0.23351,136,0.12566,166,0.44856,140,0.17320,101,-0.3369
ENSG00000175497,DPP10,89,0.25252,43,-0.8907,52,-0.6012,41,-0.9514,97,0.44598,31,-1.3693,72,-0.0878,114,0.65832,126,0.82914
ENSG00000088205,DDX18,89,-0.3929,249,1.31547,68,-0.8057,57,-1.0854,125,0.16370,92,-0.3547,77,-0.6274,134,0.24621,130,0.20555
ENSG00000125633,CCDC93,89,2.35475,25,0.07411,15,-0.7328,2,-3.5401,13,-0.9778,5,-2.3136,10,-1.3049,36,0.64336,33,0.49451
ENSG00000125629,INSIG2,89,1.58238,19,-0.9563,16,-1.1820,40,0.19743,41,0.24502,25,-0.5491,45,0.39450,29,-0.3042,9,-1.9822
ENSG00000186132,C2orf76,89,2.56129,27,0.32054,27,0.31904,9,-1.4055,9,-1.4950,16,-0.5132,11,-1.0612,11,-1.1214,15,-0.6238
ENSG00000155368,DBI,89,-2.4431,779,0.91976,1181,1.68468,796,0.95727,176,-1.5471,393,-0.2084,314,-0.5624,102,-2.2556,477,0.09984
ENSG00000088179,PTPN4,89,0.83692,24,-1.2050,37,-0.5941,29,-0.9292,65,0.34005,49,-0.1382,38,-0.5475,80,0.65802,61,0.19482
ENSG00000226479,TMEM185B,89,2.46911,23,0.02232,3,-2.8354,24,0.06392,8,-1.7015,3,-2.9631,15,-0.6914,13,-0.9174,45,1.10564
ENSG00000144118,RALB,89,-0.1656,29,-1.8633,119,0.29948,82,-0.3004,71,-0.5838,240,1.51258,94,-0.0893,104,0.07640,93,-0.0974
ENSG00000074054,CLASP1,89,1.05720,28,-0.8014,39,-0.3059,46,-0.0627,48,0.02521,38,-0.3365,35,-0.4924,53,0.16844,50,0.09019
ENSG00000236859,NIFK-AS1,89,2.79595,44,1.30408,24,0.29376,13,-0.6458,5,-2.1723,6,-1.7738,9,-1.1460,6,-1.8119,0,-7.8912
ENSG00000155438,NIFK,89,0.81896,82,0.67129,28,-1.0194,76,0.54100,53,-0.0331,28,-1.0226,40,-0.4631,36,-0.6421,57,0.08425
ENSG00000211460,TSN,89,0.40702,74,0.11066,32,-1.2017,85,0.32502,81,0.27583,65,-0.1092,69,-0.0080,72,0.06447,46,-0.6324
ENSG00000136717,BIN1,89,-0.5454,440,2.25739,96,-0.4270,73,-0.8628,123,-0.0545,89,-0.5467,113,-0.1816,71,-0.9041,48,-1.4750
ENSG00000163161,ERCC3,89,1.58830,27,-0.4216,15,-1.2967,29,-0.3197,36,0.05332,22,-0.7166,44,0.34546,42,0.26223,13,-1.5182
ENSG00000169967,MAP3K2,89,1.14703,90,1.16819,39,-0.2277,27,-0.7962,24,-1.0517,19,-1.3114,24,-0.9352,65,0.61019,48,0.08657
ENSG00000163166,IWS1,89,0.19830,197,1.57819,55,-0.5667,41,-1.0214,62,-0.4177,54,-0.5956,44,-0.8956,125,0.75663,60,-0.4424
ENSG00000136709,WDR33,89,1.20074,44,-0.0009,13,-1.8311,41,-0.1083,36,-0.3322,37,-0.2792,36,-0.2928,42,-0.0620,63,0.59827
ENSG00000144231,POLR2D,89,1.81851,39,0.34419,11,-1.6361,25,-0.3656,23,-0.5246,30,-0.0843,8,-2.0310,33,0.08878,33,0.09168
ENSG00000136715,SAP130,89,2.16171,14,-1.0000,21,-0.3648,41,0.69060,18,-0.6768,13,-1.1125,17,-0.6633,17,-0.6820,18,-0.5757
ENSG00000136731,UGGT1,89,1.95008,34,0.21125,11,-1.4535,21,-0.5058,25,-0.2970,6,-2.2607,10,-1.6049,45,0.70122,28,-0.0970
ENSG00000136720,HS6ST1,89,0.97125,16,-1.7223,41,-0.2859,56,0.19413,56,0.23097,31,-0.7506,67,0.47435,27,-0.9178,57,0.21429
ENSG00000136699,SMPD4,89,2.08869,33,0.29721,6,-2.1178,26,-0.1139,28,0.01255,17,-0.7742,11,-1.4297,20,-0.4976,18,-0.6553
ENSG00000152082,MZT2B,89,-2.6869,273,-1.0269,746,0.56075,779,0.63401,476,-0.1877,1005,1.07671,793,0.66435,286,-0.9575,369,-0.5675
ENSG00000136710,CCDC115,89,0.75002,45,-0.3429,32,-0.8707,101,0.95642,50,-0.2169,59,0.06316,58,0.03586,33,-0.8397,48,-0.2469
ENSG00000136718,IMP4,89,0.69712,31,-0.9744,67,0.22984,69,0.26728,43,-0.5381,85,0.62081,63,0.11894,48,-0.2937,45,-0.4130
ENSG00000072135,PTPN18,89,2.16469,17,-0.6832,41,0.72685,16,-0.7697,14,-1.0418,28,0.11047,13,-1.1228,19,-0.5234,13,-1.0609
ENSG00000136002,ARHGEF4,89,-0.1749,32,-1.7239,114,0.21946,113,0.19369,107,0.13236,133,0.46990,75,-0.4469,110,0.15067,117,0.25320
